epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
28,22025.9,1.23266,1.83978,0.53681,0.00721,0.41634,0.97405,0.976,0.99042,0.69267,0.91875,0.91862,0.91683,0.52847,0.8243,1.22627,0.23509,0.00715,0,0.000508479,0.000508479,0.000508479
29,22818.9,1.22758,1.82794,0.5295,0.00718,0.41407,0.97609,0.9749,0.99079,0.69297,0.92066,0.91715,0.91688,0.52878,0.82376,1.22586,0.23325,0.00716,0,0.000480974,0.000480974,0.000480974
30,23628.8,1.22635,1.8261,0.53182,0.00713,0.41334,0.97676,0.97525,0.99054,0.69276,0.92132,0.91713,0.91585,0.52788,0.82355,1.22578,0.23496,0.00715,0,0.00045373,0.00045373,0.00045373
31,24443.8,1.2278,1.82478,0.52792,0.00719,0.41254,0.97487,0.97533,0.9908,0.69305,0.92008,0.91599,0.91582,0.52823,0.82301,1.22583,0.23486,0.00714,0,0.000426852,0.000426852,0.000426852
32,25239.2,1.22615,1.8282,0.52705,0.00713,0.41249,0.97624,0.97652,0.99086,0.69352,0.91943,0.91737,0.91595,0.52898,0.82301,1.22556,0.23303,0.00714,0,0.00040044,0.00040044,0.00040044
33,26037.4,1.21887,1.81726,0.52344,0.0071,0.40834,0.97512,0.97602,0.99088,0.69345,0.92014,0.91613,0.91628,0.52879,0.82304,1.22547,0.23301,0.00714,0,0.000374596,0.000374596,0.000374596
34,26835.7,1.22204,1.82042,0.52237,0.00711,0.4105,0.97567,0.97591,0.99073,0.69346,0.92015,0.91681,0.91617,0.52894,0.82271,1.22499,0.23305,0.00713,0,0.000349418,0.000349418,0.000349418
35,27632,1.21209,1.81243,0.52496,0.00706,0.40708,0.97543,0.97634,0.9904,0.69353,0.918,0.91746,0.91516,0.52896,0.82261,1.225,0.23311,0.00713,0,0.000325,0.000325,0.000325
36,28428.3,1.20597,1.80463,0.5174,0.00707,0.40637,0.97613,0.97691,0.99058,0.69396,0.91999,0.91747,0.91521,0.52911,0.82227,1.22485,0.23184,0.00712,0,0.000301436,0.000301436,0.000301436
37,29166.9,1.1312,1.79858,0.32685,0.00758,0.32448,0.97522,0.97702,0.99047,0.69376,0.91839,0.91707,0.91541,0.52849,0.82217,1.22489,0.23228,0.00712,0,0.000278814,0.000278814,0.000278814
38,29903.4,1.12702,1.79415,0.31924,0.00755,0.32365,0.9759,0.97643,0.99069,0.69384,0.92053,0.91568,0.9154,0.52852,0.82189,1.22478,0.23127,0.00712,0,0.000257222,0.000257222,0.000257222
39,30640.6,1.11939,1.79187,0.3173,0.00751,0.32046,0.97698,0.97497,0.99071,0.69421,0.92219,0.91488,0.91557,0.52792,0.82146,1.22474,0.23153,0.00711,0,0.00023674,0.00023674,0.00023674
40,31378.7,1.11848,1.78645,0.31403,0.00748,0.32061,0.97567,0.97604,0.99058,0.69325,0.9194,0.91624,0.91569,0.52833,0.82107,1.22455,0.23162,0.00711,0,0.000217446,0.000217446,0.000217446
41,32111,1.11458,1.77613,0.31452,0.00743,0.31832,0.97622,0.97499,0.99071,0.69401,0.92031,0.91534,0.91505,0.52832,0.82135,1.22485,0.23062,0.00711,0,0.000199414,0.000199414,0.000199414
42,32845.3,1.11109,1.77841,0.31076,0.00742,0.31816,0.97584,0.9751,0.99067,0.69371,0.92004,0.91421,0.91519,0.52857,0.82146,1.22513,0.22949,0.00711,0,0.000182711,0.000182711,0.000182711
43,33583.1,1.10637,1.76625,0.30654,0.00739,0.31836,0.97414,0.97635,0.99062,0.69349,0.91784,0.91416,0.90868,0.52764,0.82155,1.22525,0.23076,0.00711,0,0.000167402,0.000167402,0.000167402
44,34313.2,1.10281,1.76674,0.30287,0.00736,0.317,0.9762,0.97442,0.99078,0.69336,0.91894,0.91228,0.9086,0.52761,0.82196,1.2255,0.22943,0.00711,0,0.000153545,0.000153545,0.000153545
45,35044.8,1.10053,1.76184,0.30132,0.00732,0.31658,0.97657,0.97664,0.99075,0.69339,0.91842,0.91545,0.90874,0.52742,0.82222,1.22567,0.22804,0.00711,0,0.000141191,0.000141191,0.000141191
46,35771.7,1.10092,1.76629,0.2998,0.00732,0.31623,0.97809,0.9754,0.99102,0.69299,0.9201,0.91443,0.90882,0.52695,0.8223,1.22566,0.22744,0.0071,0,0.000130387,0.000130387,0.000130387
47,36496.8,1.09684,1.75214,0.29859,0.0073,0.31537,0.9769,0.97648,0.99088,0.69254,0.92022,0.91545,0.90904,0.52593,0.82255,1.22562,0.22765,0.0071,0,0.000121176,0.000121176,0.000121176
48,37225.8,1.09345,1.75795,0.29623,0.00726,0.31418,0.97823,0.976,0.99095,0.69221,0.91997,0.91477,0.90894,0.52586,0.82242,1.22606,0.22594,0.0071,0,0.000113591,0.000113591,0.000113591
49,37956.7,1.08979,1.74798,0.29558,0.00725,0.31391,0.97704,0.97783,0.99105,0.69267,0.91959,0.91518,0.90868,0.52564,0.82249,1.22608,0.22483,0.0071,0,0.000107662,0.000107662,0.000107662
