epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
28,6501.63,1.22108,0.91543,5.56846,0.00502,0,0.02515,0.25804,0.01289,0.00478,0.02518,0.25841,0.0131,0.00483,1.46694,0.70883,4.8794,0.00703,0,0.00084759,0.00084759,0.00084759
29,6732.58,1.20411,0.89704,5.56103,0.00499,0,0.02405,0.23911,0.01252,0.00599,0.02361,0.2347,0.01256,0.00565,1.48459,0.69988,4.80912,0.00707,0,0.000836841,0.000836841,0.000836841
30,6963.41,1.21872,0.91982,5.56966,0.00502,0,0.01899,0.20107,0.00936,0.00413,0.01911,0.20235,0.00941,0.0038,1.46922,0.68954,5.17357,0.00702,0,0.000825808,0.000825808,0.000825808
31,7193.7,1.20624,0.91363,5.56329,0.00496,0,0.0171,0.20548,0.00479,0.00199,0.01726,0.20731,0.0048,0.00181,1.47829,0.69274,5.08009,0.00707,0,0.000814503,0.000814503,0.000814503
32,7424.79,1.21761,0.91031,5.57278,0.005,0,0.01893,0.20731,0.009,0.00224,0.01888,0.20676,0.00902,0.00254,1.47142,0.69044,5.07273,0.00703,0,0.000802938,0.000802938,0.000802938
33,7655.72,1.20665,0.89425,5.56056,0.00501,0,0.02163,0.229,0.01005,0.00325,0.02175,0.23029,0.01034,0.00315,1.45601,0.68115,5.12024,0.00699,0,0.000791122,0.000791122,0.000791122
34,7887.97,1.19552,0.89758,5.55974,0.00491,0,0.02803,0.29884,0.01743,0.00678,0.02772,0.29553,0.01759,0.00642,1.47675,0.68183,4.7918,0.00709,0,0.000779069,0.000779069,0.000779069
35,8119.5,1.20038,0.90104,5.55073,0.00495,0,0.02021,0.23599,0.01042,0.00488,0.02011,0.23488,0.0103,0.00437,1.45419,0.69296,5.09536,0.00696,0,0.000766789,0.000766789,0.000766789
36,8349.63,1.2011,0.90301,5.55922,0.00495,0,0.02186,0.23102,0.00671,0.00251,0.02163,0.22863,0.00643,0.00238,1.45712,0.68515,5.03406,0.00698,0,0.000754296,0.000754296,0.000754296
37,8580.08,1.19332,0.89874,5.55567,0.00493,0,0.02453,0.27109,0.01236,0.00541,0.02459,0.27183,0.01238,0.00567,1.46596,0.72254,5.01963,0.00703,0,0.000741601,0.000741601,0.000741601
