epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
72,1650.72,0.52298,0.61411,0.2916,0.00312,0.16299,0.97701,0.97581,0.99372,0.91592,0.97701,0.97581,0.99372,0.87525,0.42085,0.46696,0.18734,0.00317,0,0.000274192,0.000274192,0.000274192
73,1673.15,0.52439,0.59705,0.2668,0.00309,0.16951,0.96812,0.97973,0.99294,0.92863,0.96812,0.97973,0.99294,0.87728,0.39663,0.45563,0.19243,0.0029,0,0.000263159,0.000263159,0.000263159
74,1696.05,0.50947,0.5986,0.25811,0.00307,0.15767,0.94563,0.98181,0.99117,0.92564,0.94563,0.98181,0.99117,0.87211,0.39539,0.4638,0.19295,0.00283,0,0.00025241,0.00025241,0.00025241
75,1718.55,0.52789,0.58953,0.27824,0.00296,0.16402,0.97265,0.96774,0.99286,0.92695,0.97265,0.96774,0.99286,0.87777,0.39452,0.46392,0.19338,0.00295,0,0.000241954,0.000241954,0.000241954
76,1741.11,0.50457,0.58575,0.26764,0.00294,0.15989,0.99269,0.95968,0.9926,0.93385,0.99269,0.95968,0.9926,0.8862,0.37871,0.4649,0.179,0.00271,0,0.000231802,0.000231802,0.000231802
77,1763.37,0.52916,0.63227,0.29172,0.00307,0.17211,0.97607,0.98695,0.99403,0.92823,0.97607,0.98695,0.99403,0.88288,0.37429,0.4795,0.16826,0.00269,0,0.000221964,0.000221964,0.000221964
78,1785.55,0.50895,0.61204,0.27695,0.00285,0.15409,0.98836,0.97581,0.99379,0.92872,0.98836,0.97581,0.99379,0.87199,0.37131,0.47038,0.16722,0.00258,0,0.00021245,0.00021245,0.00021245
79,1808.04,0.51204,0.59194,0.26787,0.00298,0.15753,0.98752,0.97581,0.99413,0.91592,0.98752,0.97581,0.99413,0.87219,0.42109,0.46743,0.1726,0.00283,0,0.000203269,0.000203269,0.000203269
80,1830.49,0.50435,0.63864,0.268,0.00289,0.16575,0.99142,0.93196,0.99154,0.91913,0.99142,0.93196,0.99154,0.8655,0.39032,0.4672,0.1969,0.0028,0,0.00019443,0.00019443,0.00019443
81,1852.87,0.50551,0.58963,0.26517,0.00293,0.16682,0.95283,0.97732,0.99302,0.92607,0.95283,0.97732,0.99302,0.88066,0.3881,0.46664,0.18742,0.00263,0,0.000185942,0.000185942,0.000185942
82,1875.69,0.50374,0.59475,0.27202,0.00295,0.17781,0.99496,0.98387,0.99492,0.93249,0.99496,0.98387,0.99492,0.8854,0.39091,0.46779,0.1703,0.00265,0,0.000177814,0.000177814,0.000177814
83,1898.41,0.49808,0.59998,0.2832,0.00287,0.16532,1,0.98242,0.99398,0.93409,1,0.98242,0.99398,0.87892,0.37546,0.46257,0.16208,0.00265,0,0.000170052,0.000170052,0.000170052
84,1921.11,0.5,0.59605,0.24973,0.00284,0.15551,0.97534,0.95677,0.99147,0.92831,0.97534,0.95677,0.99147,0.89172,0.36906,0.4674,0.19084,0.00259,0,0.000162666,0.000162666,0.000162666
85,1944.02,0.50006,0.61445,0.25219,0.00286,0.14944,0.99771,0.94355,0.99268,0.93789,0.99771,0.94355,0.99268,0.88637,0.35434,0.46698,0.17605,0.00253,0,0.000155662,0.000155662,0.000155662
86,1967.55,0.37284,0.45014,0.18612,0.00271,0.12634,0.9828,0.98387,0.99413,0.93216,0.9828,0.98387,0.99413,0.88115,0.39555,0.4815,0.16946,0.00276,0,0.000149047,0.000149047,0.000149047
87,1989.82,0.37792,0.44813,0.18636,0.00268,0.12049,0.95061,0.99194,0.99309,0.93097,0.95061,0.99194,0.99309,0.88102,0.39009,0.48465,0.18387,0.0028,0,0.000142828,0.000142828,0.000142828
88,2011.67,0.37415,0.44462,0.17931,0.00268,0.12109,0.9682,0.9821,0.9933,0.92489,0.9682,0.9821,0.9933,0.87841,0.38561,0.48137,0.17298,0.00274,0,0.00013701,0.00013701,0.00013701
89,2033.32,0.36651,0.4519,0.16349,0.0027,0.1162,0.98719,0.98387,0.99397,0.93146,0.98719,0.98387,0.99397,0.86739,0.38968,0.47913,0.17224,0.00292,0,0.000131601,0.000131601,0.000131601
90,2055.01,0.36354,0.4437,0.1734,0.00259,0.11887,0.97896,0.99194,0.99436,0.93767,0.97896,0.99194,0.99436,0.8889,0.35172,0.47818,0.15774,0.00256,0,0.000126604,0.000126604,0.000126604
91,2076.59,0.35402,0.43931,0.16252,0.00254,0.11727,0.9849,0.98387,0.99451,0.9364,0.9849,0.98387,0.99451,0.88247,0.3611,0.47713,0.16431,0.00261,0,0.000122025,0.000122025,0.000122025
92,2098.2,0.35304,0.444,0.15857,0.00249,0.11698,0.99177,0.97134,0.99391,0.93173,0.99177,0.97134,0.99391,0.88273,0.36374,0.47532,0.16128,0.00254,0,0.000117868,0.000117868,0.000117868
93,2120.47,0.35198,0.43362,0.17826,0.00249,0.11583,1,0.96492,0.9934,0.92951,1,0.96492,0.9934,0.86981,0.38001,0.47678,0.1628,0.00263,0,0.000114138,0.000114138,0.000114138
94,2142.15,0.36105,0.45262,0.16323,0.00263,0.11946,0.98363,0.96946,0.99405,0.93555,0.98363,0.96946,0.99405,0.88044,0.36582,0.47913,0.16065,0.00257,0,0.000110837,0.000110837,0.000110837
95,2163.92,0.35434,0.4377,0.16312,0.00251,0.11579,0.96637,0.98387,0.99389,0.93671,0.96637,0.98387,0.99389,0.88145,0.36586,0.47606,0.1587,0.00262,0,0.000107971,0.000107971,0.000107971
96,2185.78,0.3632,0.43796,0.16862,0.00259,0.11572,0.99167,0.96774,0.99374,0.93276,0.99167,0.96774,0.99374,0.8882,0.36991,0.47588,0.16145,0.00259,0,0.00010554,0.00010554,0.00010554
97,2207.53,0.34743,0.42894,0.16062,0.00241,0.11367,1,0.95888,0.99374,0.93337,1,0.95888,0.99374,0.88027,0.3674,0.47962,0.16147,0.00258,0,0.000103548,0.000103548,0.000103548
98,2229.37,0.35069,0.43116,0.1687,0.00247,0.11654,0.96909,0.97581,0.99373,0.94172,0.96909,0.97581,0.99373,0.88075,0.36133,0.47841,0.15849,0.00257,0,0.000101997,0.000101997,0.000101997
99,2251.43,0.34899,0.44122,0.15763,0.00246,0.12024,0.97578,0.97483,0.99295,0.93815,0.97578,0.97483,0.99295,0.88357,0.35438,0.477,0.17029,0.00245,0,0.000100888,0.000100888,0.000100888
100,2273.09,0.35595,0.43777,0.16117,0.0025,0.11333,0.95251,0.95968,0.98985,0.9335,0.95251,0.95968,0.98985,0.87837,0.35721,0.47746,0.19406,0.00246,0,0.000100222,0.000100222,0.000100222
