epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
47,10084.4,1.56976,2.33311,0.66464,0.00732,0.60443,0.96331,0.95846,0.98364,0.55494,0.87177,0.86592,0.82154,0.29576,1.51177,2.35742,0.44422,0.00752,0,0.0006064,0.0006064,0.0006064
48,10298.1,1.56927,2.33586,0.67144,0.00719,0.59434,0.96009,0.96388,0.98294,0.5555,0.87359,0.87,0.82646,0.2977,1.50604,2.35648,0.44396,0.00748,0,0.000592349,0.000592349,0.000592349
49,10510.7,1.5555,2.33584,0.65788,0.00711,0.59097,0.96071,0.96324,0.98222,0.55495,0.86764,0.86741,0.81217,0.28986,1.50372,2.35486,0.44328,0.00747,0,0.000578256,0.000578256,0.000578256
50,10724.8,1.55022,2.31683,0.65558,0.00718,0.57933,0.96791,0.96456,0.98458,0.5556,0.87096,0.86714,0.81258,0.29346,1.50634,2.36231,0.44225,0.00748,0,0.000564135,0.000564135,0.000564135
51,10938,1.55056,2.32811,0.65349,0.00715,0.58577,0.96439,0.96057,0.98237,0.55445,0.87346,0.86393,0.8139,0.29322,1.50491,2.36335,0.44104,0.00749,0,0.00055,0.00055,0.00055
52,11150.5,1.54543,2.31827,0.65905,0.00713,0.58848,0.96001,0.9649,0.9832,0.55669,0.86658,0.86436,0.81083,0.29387,1.50703,2.36883,0.44542,0.00751,0,0.000535865,0.000535865,0.000535865
53,11361.8,1.54446,2.32444,0.64772,0.00703,0.57715,0.96127,0.9671,0.98259,0.55607,0.86871,0.8719,0.81507,0.29416,1.50856,2.35422,0.43796,0.0075,0,0.000521744,0.000521744,0.000521744
54,11574.8,1.5411,2.33172,0.65317,0.00706,0.56659,0.96155,0.96055,0.98307,0.55647,0.87017,0.86638,0.81656,0.29326,1.50672,2.36069,0.44346,0.00748,0,0.000507651,0.000507651,0.000507651
55,11788.8,1.54015,2.31289,0.63592,0.0071,0.56917,0.96545,0.96026,0.98127,0.556,0.87329,0.86583,0.81493,0.29705,1.50662,2.3597,0.4373,0.0075,0,0.0004936,0.0004936,0.0004936
56,12001.2,1.5344,2.31366,0.6395,0.0071,0.57008,0.96179,0.96678,0.98289,0.55756,0.86762,0.86852,0.81638,0.29196,1.50704,2.36285,0.4347,0.00749,0,0.000479604,0.000479604,0.000479604
57,12214.3,1.53249,2.28544,0.63372,0.00706,0.57323,0.96287,0.96269,0.98145,0.55433,0.86839,0.86705,0.81264,0.29115,1.50768,2.36872,0.43468,0.0075,0,0.000465678,0.000465678,0.000465678
58,12427.7,1.53462,2.30923,0.63179,0.007,0.55889,0.96153,0.96324,0.98225,0.55534,0.86901,0.87006,0.8126,0.29079,1.50669,2.36498,0.43404,0.0075,0,0.000451836,0.000451836,0.000451836
