epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
51,47692.4,1.10787,1.84262,0.33577,0.00742,0,0.97312,0.97123,0.99,0.69367,0.92169,0.91409,0.91695,0.52385,0.8249,1.2599,0.24015,0.00714,0,0.00019129,0.00019129,0.00019129
52,48532.5,1.10093,1.83992,0.33444,0.00737,0,0.96905,0.97385,0.99011,0.69371,0.9201,0.91443,0.91725,0.52412,0.82447,1.25981,0.24038,0.00714,0,0.000178193,0.000178193,0.000178193
53,49373.9,1.10162,1.83898,0.32934,0.00734,0,0.97219,0.97091,0.99008,0.69362,0.92291,0.91329,0.91737,0.52409,0.82463,1.25969,0.23959,0.00714,0,0.000166019,0.000166019,0.000166019
54,50211.7,1.09892,1.83302,0.32919,0.00734,0,0.97138,0.97206,0.99014,0.69378,0.92128,0.91477,0.91739,0.52327,0.82431,1.25949,0.23932,0.00713,0,0.0001548,0.0001548,0.0001548
55,51052.2,1.09773,1.83631,0.32422,0.00731,0,0.97385,0.96964,0.99026,0.69394,0.92174,0.91453,0.91702,0.52332,0.82456,1.2595,0.23813,0.00713,0,0.000144564,0.000144564,0.000144564
56,51891.6,1.09472,1.82781,0.32348,0.00729,0,0.97455,0.96865,0.99032,0.69352,0.92201,0.91353,0.91712,0.5233,0.82425,1.25931,0.23806,0.00712,0,0.000135336,0.000135336,0.000135336
57,52734.8,1.0901,1.82598,0.32166,0.00727,0,0.97304,0.9708,0.9903,0.69397,0.92115,0.91341,0.91689,0.52427,0.82386,1.2594,0.23706,0.00712,0,0.000127138,0.000127138,0.000127138
58,53579.4,1.09029,1.83,0.31724,0.00725,0,0.96951,0.97184,0.9901,0.69301,0.92142,0.91185,0.91678,0.52409,0.82384,1.2594,0.23751,0.00711,0,0.000119992,0.000119992,0.000119992
59,54418.4,1.08999,1.82793,0.31526,0.00725,0,0.97091,0.97193,0.99001,0.69285,0.91925,0.91398,0.91638,0.5241,0.82432,1.25951,0.23592,0.00711,0,0.000113915,0.000113915,0.000113915
60,55240.3,1.08682,1.82167,0.31061,0.00721,0,0.97255,0.97061,0.99012,0.69271,0.92095,0.91248,0.91625,0.5243,0.82451,1.25937,0.23569,0.00711,0,0.000108922,0.000108922,0.000108922
61,56077.5,1.08285,1.82138,0.31201,0.00719,0,0.97071,0.97102,0.99016,0.69257,0.92125,0.91205,0.91639,0.52402,0.8246,1.25939,0.23637,0.00711,0,0.000105026,0.000105026,0.000105026
62,56917.8,1.08406,1.81836,0.31091,0.00719,0,0.97421,0.97068,0.9903,0.69269,0.92226,0.91296,0.91658,0.52411,0.82485,1.25936,0.23436,0.00712,0,0.000102236,0.000102236,0.000102236
63,57762.7,1.08109,1.81579,0.31159,0.00716,0,0.97412,0.97118,0.99038,0.69188,0.92337,0.91285,0.91684,0.52339,0.82499,1.25967,0.23358,0.00712,0,0.000100559,0.000100559,0.000100559
