epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
28,17987.8,0.63953,1.19698,5.67969,0.00536,0,0.20951,0.29144,0.16471,0.08745,0.2224,0.3,0.1766,0.10023,1.17583,1.23191,4.66648,0.01554,0,0.00084759,0.00084759,0.00084759
29,18650.5,0.63277,1.19091,5.67564,0.00528,0,0.17863,0.29297,0.15113,0.08072,0.18702,0.30673,0.16208,0.09152,1.16311,1.23147,5.01614,0.01529,0,0.000836841,0.000836841,0.000836841
30,19316.6,0.63394,1.19289,5.67559,0.00531,0,0.16789,0.27492,0.14313,0.07577,0.17455,0.28621,0.15248,0.08586,1.16524,1.22598,5.21689,0.01536,0,0.000825808,0.000825808,0.000825808
31,19982.5,0.62951,1.17714,5.67145,0.00526,0,0.16465,0.2851,0.14534,0.07747,0.17229,0.30122,0.15569,0.08803,1.15331,1.22235,5.28131,0.01513,0,0.000814503,0.000814503,0.000814503
32,20662,0.62307,1.17695,5.66867,0.00524,0,0.16196,0.2841,0.14616,0.07739,0.16876,0.29602,0.15661,0.08791,1.14345,1.22515,5.3553,0.01483,0,0.000802938,0.000802938,0.000802938
33,21324.2,0.61891,1.17272,5.67706,0.00517,0,0.15811,0.29725,0.14345,0.07631,0.17621,0.2742,0.15353,0.08697,1.1327,1.22956,5.33676,0.01466,0,0.000791122,0.000791122,0.000791122
34,21989.4,0.62087,1.17798,5.66981,0.00517,0,0.14707,0.30734,0.13913,0.07437,0.15856,0.30092,0.14976,0.08476,1.12827,1.23476,5.31373,0.0146,0,0.000779069,0.000779069,0.000779069
35,22649,0.61159,1.16074,5.67407,0.00512,0,0.15624,0.27737,0.13501,0.07221,0.16235,0.29052,0.14416,0.08134,1.12361,1.23155,5.16799,0.01453,0,0.000766789,0.000766789,0.000766789
36,23313.6,0.6097,1.15731,5.66828,0.0051,0,0.1506,0.27951,0.1338,0.07071,0.15721,0.29258,0.14211,0.0805,1.11337,1.2206,5.0698,0.01434,0,0.000754296,0.000754296,0.000754296
37,23978,0.61167,1.16008,5.66561,0.00509,0,0.14496,0.28869,0.13053,0.06866,0.152,0.28855,0.13795,0.07776,1.11254,1.2209,5.09303,0.01436,0,0.000741601,0.000741601,0.000741601
38,24639.6,0.61066,1.158,5.66982,0.00509,0,0.15268,0.2585,0.12948,0.06965,0.15878,0.27003,0.13638,0.07773,1.10883,1.21901,5.09306,0.01431,0,0.000728717,0.000728717,0.000728717
39,25300.9,0.60567,1.15606,5.66615,0.00505,0,0.15069,0.2685,0.12933,0.06924,0.15804,0.28073,0.13661,0.07749,1.10348,1.21884,5.08988,0.01422,0,0.000715656,0.000715656,0.000715656
